month_day,title,body,reflection,language,status,source
10-31,A NOSSA RELAÇÃO COM UM PODER SUPERIOR,"""A recuperação continuada depende da nossa relação com um Deus amantíssimo que cuida de nós e fará por nós aquilo que nós não somos capazes de fazer por nós próprios."" Texto Básico, p. 111

Trabalhar os Doze Passos de Narcóticos Anónimos dá-nos um novo começo para a vida e alguma orientação para vivermos neste mundo. No entanto, os passos são mais do que um novo começo. Quando damos o nosso melhor, trabalhando os passos, desenvolvemos uma relação com o nosso Poder Superior. No Terceiro Passo decidimos deixar que um Deus amantíssimo influencie as nossas vidas. Muita da coragem, da confiança e da boa-vontade de que precisamos para continuar a praticar os Passos advém desta decisão. No Sétimo Passo vamos ainda mais longe, pedindo a esse Poder Superior para mudar as nossas vidas. O 11º Passo é uma forma de melhorarmos essa relação. A recuperação é um processo de crescimento e de mudança, no qual as nossas vidas são renovadas. Os Doze Passos são um mapa, as orientações específicas que tomamos para continuarmos em recuperação. Mas o apoio de que precisamos para trabalhar cada passo vem da nossa fé num Poder Superior, em acreditar que tudo irá correr bem. A fé dá-nos a coragem para agir. Cada passo que trabalhamos tem como base a nossa relação com um Deus amantíssimo.",Vou lembrar-me de que a fonte da minha coragem e boa-vontade é a minha relação com o meu Poder Superior.,pt-CV,published,SPH Meditacões.xlsx
11-01,DESPERTAR,"""Deus ajuda-nos quando nos ajudamos uns aos outros."" Texto Básico, p. 60

A nossa adicção levou-nos a pensar quase exclusivamente em nós próprios. Mesmo as nossas orações - se é que alguma vez rezámos - eram centradas em nós. Pedíamos a Deus que nos arranjasse coisas, ou que nos livrasse de problemas. Porquê? Porque não queríamos viver com os problemas que nós próprios criávamos. Sentíamo-nos inseguros. Julgávamos que o importante na vida era receber, e queríamos sempre mais. Em recuperação recebemos de facto mais - mais do que apenas não usar. O despertar espiritual que experimentamos ao praticar os Doze Passos revela-nos uma vida que nunca julgáramos possível. Não precisamos mais de nos preocupar se teremos o ""suficiente"", pois viemos a confiar num Poder Superior amantíssimo que vai ao encontro de todas as nossas necessidades diárias. Aliviados da nossa incessante insegurança, não vemos mais o mundo como um local onde competimos com os outros para a realização dos nossos desejos. Em vez disso, vemos o mundo como um local onde viver o amor que o nosso Poder Superior nos mostrou. As nossas orações não são para gratificação imediata; são para nos ajudar a ajudarmo-nos uns aos outros. A recuperação desperta-nos do pesadelo do egocentrismo, do conflito e da insegurança, que estão no centro da nossa doença. Despertamos para uma nova realidade: tudo aquilo que vale a pena ter só pode ser mantido se for partilhado.","O meu Deus ajuda-me à medida que eu ajudo outros. Hoje vou procurar ajuda para partilhar o amor que o meu Poder Superior me deu, sabendo que essa é a forma de preservá-lo.",pt-CV,published,SPH Meditacões.xlsx
11-02,VIVER COM PROBLEMAS NÃO RESOLVIDOS,"""É uma enorme diferença termos amigos que se preocupam quando estamos em dor."" Texto Básico, p. 63

Para a maioria dos nossos problemas a solução é simples. Telefonar ao padrinho ou madrinha, rezar, trabalhar os passos, ou ir a uma reunião. Mas, e aquelas situações onde o peso se mantém e não avistamos qualquer alívio? A maioria de nós sabe como é viver com uma situação dolorosa - um problema que simplesmente não vai desaparecer. Para alguns de nós esse problema é uma doença incurável e ameaçadora. Alguns de nós têm crianças incorrigíveis. Alguns de nós chegam à simples conclusão de que não ganham o suficiente para cobrir as despesas que fazem. Alguns de nós preocupam-se com um amigo ou familiar a sofrer de uma doença crónica. Aqueles que alguma vez tiveram que viver com um problema não resolvido, conhecem o alívio que advém apenas de se falar sobre os problemas com outro amigo em recuperação. Talvez ganhemos uma perspectiva de contraste. Os nossos amigos podem sentir pena ou chorar por simpatia. Façam o que fizerem, aliviam a nossa carga. Talvez não consigam resolver o nosso problema ou tirar-nos o sofrimento, mas basta saber que somos amados e que alguém se preocupa para que os nossos problemas se tornem suportáveis. Não precisamos mais de estar sozinhos com a nossa dor.",Os problemas que eu não posso resolver poderão tornar-se suportáveis se falar deles a um amigo. Hoje vou telefonar a alguém que se preocupe.,pt-CV,published,SPH Meditacões.xlsx
11-03,NÃO IMPORTA O QUÊ,"""Mais cedo ou mais tarde teremos de nos aguentar nas nossas próprias pernas e enfrentar a vida pela frente. Porque não fazê-lo então desde o início?"" Texto Básico, p. 100

Alguns de nós sentem que devem proteger os recém-chegados, dizendo-lhes que, embora antes tudo fosse terrível, agora em recuperação tudo é maravilhoso. Achamos que poderemos assustar alguém se falarmos de dor ou de dificuldades, de casamentos acabados, de sermos assaltados, ou de coisas parecidas. Com um desejo sincero e bem intencionado de transmitir a mensagem, temos a tendência de falar brilhantemente, mas só daquilo que vai bem nas nossas vidas. Mas a maioria dos recém-chegados já suspeita da verdade, mesmo que só esteja limpo há poucos dias. É mais provável que a ""vida tal como ela é"" que o recém-chegado está a experimentar seja um pouco mais cansativa do que aquela com que os membros com mais tempo lidam no dia-a-dia. Se conseguirmos convencer um recém-chegado de que tudo se torna cor-de-rosa quando estamos em recuperação, é bom que tenhamos a certeza de que estaremos disponíveis para ajudar esse recém-chegado quando algo correr mal na sua vida. Talvez precisemos apenas de partilhar de uma forma realista sobre a forma como utilizamos os recursos que Narcóticos Anónimos nos dá para aceitarmos ""a vida tal como ela é"", seja ela como for. A recuperação, tal como a própria vida, contém partes iguais de dor e de alegria. É importante partilharmos ambas para que o recém-chegado fique a saber que nos mantemos limpos aconteça o que acontecer.","Vou ser honesto com os recém-chegados com quem partilho e vou deixá-los saber que, traga a vida o que trouxer, nós não temos que voltar a usar drogas.",pt-CV,published,SPH Meditacões.xlsx
11-04,DAR AMOR,"""... damos amor porque ele também nos foi dado tão livremente. Abrem-se-nos novas fronteiras, à medida que aprendemos a amar. O amor pode ser o fluxo de energia vital de uma pessoa para outra. "" Texto Básico, p. 116

O amor que damos, assim como o amor que recebemos, é a essência da vida. É o denominador comum universal, que nos mantém em contacto com quem nos rodeia. A adicção privou-nos desse contacto, fechou-nos em nós mesmos. O amor que encontramos no programa de NA reabre-nos o mundo. Abre os portões da adicção, que nos mantiveram presos. Através do amor que recebemos de outros membros de NA, descobrimos - talvez pela primeira vez - o que é o amor e o que ele pode fazer. Ouvimos membros da irmandade falarem sobre a partilha do amor, e vemos o sentido que isso dá às suas vidas. Começamos a suspeitar de que, se dar e receber amor significa tanto para os outros, talvez possa também dar significado às nossas vidas. Sentimos que estamos na iminência de uma grande descoberta, mas também sentimos que não percebemos totalmente o significado do amor, a não ser que partilhemos também o nosso. Ao tentarmos dar, descobrimos a falta de contacto que existe entre nós e o mundo. Hoje compreendemos que aquilo que nos disseram era verdade: ""Só conservamos aquilo que temos se o partilharmos.""","A vida é uma nova fronteira para mim, e o veículo que vou usar para explorá-la é o amor. Vou dar livremente o amor que tenho recebido.",pt-CV,published,SPH Meditacões.xlsx
11-05,A ORIENTAÇÃO DE DEUS,"""O nosso Poder Superior está sempre ao nosso alcance. Somos guiados quando rogamos pelo conhecimento da vontade de Deus em relação a nós."" Texto Básico, p. 106

Nem sempre é fácil tomar a decisão certa. Isto é especialmente verdade para adictos que estão pela primeira vez a aprender a viver com princípios espirituais. Ao longo da nossa adicção desenvolvemos impulsos autodestrutivos e anti-sociais. Quando surgiam conflitos, seguíamos os nossos impulsos negativos. A nossa doença não nos preparava para a tomada de decisões acertadas. Hoje, para encontrarmos a direcção de que precisamos, pedimos ao nosso Poder Superior. Paramos, rezamos e escutamos calmamente a orientação que vem de dentro. Viemos a acreditar que podemos confiar num Poder superior a nós mesmos. Esse Poder está ao nosso dispor sempre que precisamos dele. Tudo o que é preciso é rezar pelo conhecimento da vontade de Deus em relação a nós e pelas forças para realizar essa vontade. Cada vez que fazemos isto, sempre que encontramos uma direcção no meio da confusão, a nossa fé cresce. Quanto mais confiamos no nosso Poder Superior, mais fácil se toma pedir uma direcção. Descobrimos o Poder que nos faltava durante a nossa adicção, um Poder que está sempre disponível para nós. Para encontrar a direcção de que precisamos para viver vidas preenchidas e crescer espiritualmente, tudo o que precisamos de fazer é manter o contacto com o Deus da nossa concepção.","O meu Poder Superior é uma fonte de orientação espiritual dentro de mim, que está sempre ao meu alcance. Quando hoje procurar orientação, vou rogar pelo conhecimento da vontade do meu Poder Superior em relação a mim.",pt-CV,published,SPH Meditacões.xlsx
11-06,PERCEBER A HUMILDADE,"""A humildade é um resultado de sermos honestos com nós próprios"" Texto Básico, p. 41

A humildade era, para a maioria de nós, uma ideia tão estranha que a ignorámos o mais que pudemos. A primeira vez que vimos a palavra ""humildemente"" no Sétimo Passo, julgámos que ela significava que iríamos ter um bom bocado de humilhação pela frente. Talvez tenhamos ido consultar o dicionário, e acabámos por ficar mais confusos com a definição. Não compreendíamos como é que ""baixeza e subserviência"" se aplicavam em recuperação. Sermos humildes não significa que somos a forma mais baixa de vida. Pelo contrário, tornarmo-nos humildes significa que alcançamos uma visão realista de nós mesmos e do nosso lugar no mundo. Crescemos em direcção a uma consciência baseada na nossa aceitação de todos os aspectos de nós próprios. Não negamos as nossas qualidades, nem exageramos os nossos defeitos. Aceitamos honestamente quem somos. Nenhum de nós jamais alcançará um estado de humildade perfeita. Mas podemos, certamente, esforçarmo-nos por admitir honestamente as nossas falhas, aceitar o que temos, e confiar no nosso Poder Superior como uma fonte de força. Humildade não significa que tenhamos de atravessar a vida a rastejar; significa apenas que tenhamos de admitir que não podemos recuperar sozinhos. Precisamos uns dos outros, e acima de tudo precisamos do poder de um Deus amantíssimo.","Para ser humilde vou aceitar honestamente todas as minhas facetas, vendo o meu verdadeiro lugar no mundo. Para a força de que preciso para preencher esse lugar, vou confiar num Deus da minha concepção.",pt-CV,published,SPH Meditacões.xlsx
11-07,SENTIR A VONTADE DE DEUS,"""Eu acreditava sinceramente que um Poder Superior podia restaurar-me à sanidade e que eu deixaria de tentar adivinhar a vontade de Deus, e aceitaria as coisas como elas eram, e sentir-me-ia grato."" Basic Text, p. 198* *Livro 2 do Texto Básico inglês.

Quanto mais tempo nos mantivermos limpos, menos certezas teremos de ""conhecer"" a vontade do nosso Poder Superior para nós - e menos isso importará. O conhecimento da vontade do nosso Poder Superior em relação a nós toma-se cada vez menos uma questão de ""conhecer"", e mais uma questão de ""sentir"". Continuamos a praticar o 11º Passo com fé. Mas em vez de procurarmos ""sinais"" do nosso Poder Superior, começamos a confiar mais na nossa intuição, nos nossos sentimentos acerca daquilo que nos deixará mais confortáveis. Depois de estarmos limpos há alguns anos, aquilo que parece que de facto sabemos é quando estamos a agir contra a vontade de Deus para nós. Quando estamos a ir contra a vontade de Deus, ficamos com aquele velho sentimento de desconforto no estômago. Esse desconforto é um aviso de que, se continuarmos nessa direcção, teremos muitas noites de insónia pela frente. Precisamos de prestar atenção a esses sentimentos, pois eles são muitas vezes um sinal de que estamos a agir contra aquilo que é a vontade do nosso Poder Superior para nós. O nosso 11º Passo indica claramente o verdadeiro objectivo da oração e da meditação: melhorar o nosso contacto consciente com o Deus da nossa concepção, trazendo-nos um conhecimento mais claro da vontade do nosso Poder Superior para nós e das forças para realizá-la. Nós sabemos qual é a vontade de Deus pela forma como a sentimos, e não através de quaisquer sinais ou palavras - e isso faz-nos sentir bem.","Só por hoje: Vou rezar pelo conhecimento da vontade do meu Poder Superior em relação a mim, e pelas forças para realizar essa vontade. Vou prestar atenção aos meus sentimentos, e agir quando me sentir confortável com eles.",pt-CV,published,SPH Meditacões.xlsx
11-08,LIBERTOS DA INSANIDADE,"""Será insanidade chegar-se a alguém e pedir-lhe, 'Por favor; não se importava de me provocar um ataque de coração ou um acidente fatal?"" Texto Básico, p. 28

Já ouvimos dizer que, a não ser que estejamos apaixonados, não conseguimos lembrar-nos de como o amor nos faz sentir. O mesmo pode ser dito sobre a insanidade: uma vez livres dela, podemos esquecer quão verdadeiramente bizarros podem ser os pensamentos insanos. Mas, para estarmos gratos pelo grau de sanidade à qual fomos devolvidos em Narcóticos Anónimos, temos de lembrar-nos de quão verdadeiramente insanos já fomos. Hoje pode ser difícil imaginarmo-nos a dizer algo tão ridículo como: ""Por favor, não se importava de me provocar um ataque de coração ou um acidente fatal?"" Ninguém no seu perfeito juízo pediria tal coisa. A questão é essa. Na nossa adicção activa, nós não estávamos no nosso perfeito juízo. Todos os dias punhamos a nossa adicção em prática, cortejávamos doenças fatais, a degradação, a exploração, o empobrecimento, o aprisionamento, a morte por violência ou, até, a morte por pura estupidez. Nesse contexto, a ideia de se pedir um ataque de coração ou um acidente fatal não parece assim tão estranha. Isso mostra quão insanos temos sido. O programa, a irmandade e o nosso Poder Superior - todos juntos têm realizado um milagre. O Segundo Passo não é uma esperança vã - é uma realidade. Ao sabermos o grau da insanidade que experimentámos, podemos apreciar melhor o poder miraculoso que já nos devolveu alguma sanidade. Por tudo isto, estamos verdadeiramente gratos.",Vou tirar algum tempo para me lembrar de quão insano fui quando a minha adicção estava activa. Depois vou agradecer ao meu Poder Superior pela sanidade que foi devolvida à minha vida.,pt-CV,published,SPH Meditacões.xlsx
11-09,OS NOSSOS MELHORES PLANOS,"""Aquilo que fazemos é que é importante. Deixamos os resultados ao nosso Poder Superior."" Texto Básico, p. 103

Há um velho ditado que às vezes ouvimos nas reuniões: ""Se queres ouvir Deus a rir, conta-lhe os teus planos."" Quando ouvimos isto também costumamos rir, mas há um certo nervosismo no nosso riso. Questionamos se todos os planos que fizemos cuidadosamente não estarão condenados a falhar. Se estivermos a planear um grande evento - um casamento, um regresso aos estudos, ou talvez uma mudança de emprego - começamos a pensar se os nossos planos serão os mesmos que os do nosso Poder Superior. Somos capazes de ficar num tal estado de preocupação perante esta pergunta, que nos recusamos a fazer quaisquer planos. Mas a verdade é que não sabemos, de todo, se os planos do nosso Poder Superior para a nossa vida estão gravados, ou não, em pedra. A maioria de nós tem opiniões sobre a sorte ou o destino, mas quer acreditemos nessas teorias ou não, não deixamos de ter a responsabilidade de viver as nossas vidas e de fazer planos para o futuro. Se nos recusarmos a aceitar a responsabilidade pelas nossas vidas, estaremos, na mesma, a fazer planos - planos para uma existência superficial e chata. Aquilo que fazemos em recuperação são planos, e não resultados. Nunca saberemos se o casamento, os estudos, ou o novo emprego irão resultar, até os experimentarmos. Apenas exercitamos o nosso bom senso, falamos com o nosso padrinho ou madrinha, rezamos, usamos toda a informação que temos, e fazemos os planos mais razoáveis que conseguirmos. Para o resto, confiamos no amor e na atenção de Deus na forma em que o concebemos, sabendo que agimos de uma forma responsável.","Vou fazer planos, mas não vou planear os resultados. Vou confiar no cuidado amantíssimo do meu Poder Superior.",pt-CV,published,SPH Meditacões.xlsx
11-10,MEDO OU FÉ,"""Não importa quão longe corrêssemos, levávamos sempre o medo connosco."" Texto Básico, p. 17

Para muitos de nós o medo era um factor constante nas nossas vidas antes de chegarmos a Narcóticos Anónimos. Usávamos porque tínhamos medo de sentir dor emocional ou física. O nosso medo de pessoas e de situações deu-nos uma desculpa conveniente para usarmos drogas. Alguns de nós tínhamos tanto medo de tudo, que nem sequer saíamos de casa sem primeiro usar. À medida que nos vamos mantendo limpos, substituímos o nosso medo pela confiança na irmandade, nos passos e num Poder Superior. À medida que esta confiança aumenta, a nossa fé no milagre da recuperação começa a colorir todas as áreas da nossa vida. Começamos a olhar para nós próprios de uma forma diferente. Vemos que somos seres espirituais e esforçamo-nos por viver de acordo com princípios espirituais. A aplicação de princípios espirituais ajuda-nos a eliminar o medo das nossas vidas. Ao abstermo-nos de tratar os outros de uma forma prejudicial ou incorrecta, descobrimos que não precisamos de ter medo da forma como os outros nos tratarão. Conforme vamos praticando compaixão, amor, compreensão e paciência nas nossas relações com os outros, somos em troca tratados com respeito e consideração. Vemos que estas mudanças positivas resultam de termos deixado o nosso Poder Superior trabalhar através de nós. Nós vimos a acreditar - não a pensar, mas sim a acreditar - que o nosso Poder Superior quer apenas aquilo que é melhor para nós. Sejam quais forem as circunstâncias, descobrimos que podemos caminhar na fé, em vez de no medo.",Já não preciso de fugir com medo. Posso caminhar na fé de que o meu Poder Superior só tem o melhor guardado para mim.,pt-CV,published,SPH Meditacões.xlsx
11-11,DA RENDIÇÃO À ACEITAÇÃO,"""Entregamo-nos calmamente, e deixamos que o Deus da nossa concepção cuide de nós."" Texto Básico, p. 31

A rendição e a aceitação são como a paixão e o amor. A paixão começa quando encontramos alguém especial. A paixão não exige mais do que o reconhecimento do objecto da nossa paixão. Mas para que a paixão se transforme em amor, é necessário um grande esforço. Essa ligação inicial tem de ser alimentada devagar e pacientemente, até se tornar num laço duradouro. O mesmo se passa com a rendição e a aceitação. Nós rendemo-nos quando reconhecemos a nossa impotência. Lentamente começamos a acreditar que um Poder superior a nós mesmos pode dar-nos os cuidados de que precisamos. A rendição transforma-se em aceitação quando deixamos este poder entrar nas nossas vidas. Examinamo-nos, e deixamos que o nosso Deus nos veja tal como somos. Ao deixarmos o Deus da nossa concepção ter acesso ao mais profundo do nosso ser, aceitamos melhor os seus cuidados. Pedimos a este Poder que nos liberte das nossas imperfeições e que nos ajude a reparar os danos que causámos. Depois embarcamos numa nova forma de vida, melhorando o nosso contacto consciente e aceitando os cuidados contínuos, a orientação e a força do nosso Poder Superior. A rendição, tal como a paixão, pode ser o início de uma relação para o resto da vida. Contudo, para transformarmos a rendição em aceitação, temos que deixar o Deus da nossa concepção tomar conta de nós todos os dias.",A minha recuperação é mais do que uma paixão. Eu rendi-me. Hoje vou alimentar o meu contacto consciente com o meu Poder Superior e aceitar que esse Poder continua a cuidar de mim.,pt-CV,published,SPH Meditacões.xlsx
11-12,A NOSSA PRÓPRIA HISTÓRIA,"""Quando contamos a nossa história com honestidade, alguém poderá identificar-se connosco."" Texto Básico, p. 110

Muitos de nós ouvem partilhas verdadeiramente cativantes, em convenções de Narcóticos Anónimos. Lembramo-nos da audiência alternar entre lágrimas de identificação e uma alegria hilariante. Podemos pensar: ""Um dia seria também o partilhador principal numa convenção."" Bom, para muitos de nós esse dia ainda está para vir. De vez em quando podem pedir-nos para partilhar numa reunião perto da nossa casa. Podemos falar num ""workshop"" de uma convenção pequena. Mas depois deste tempo todo, continuamos a não ser partilhadores ""conhecidos"" - e não faz mal. Aprendemos que, também nós, temos uma mensagem especial para partilhar, mesmo que seja só numa reunião local com quinze ou vinte adictos presentes. Cada um de nós tem apenas a sua história para contar; ape- nas isso. Não podemos contar a história de outra pessoa. Sempre que nos levantamos para falar, muitos de nós descobrem que todas as frases inteligentes e as histórias engraçadas parecem desaparecer das nossas mentes. Mas nós temos qualquer coisa para oferecer. Transmitimos a mensagem de esperança - podemos recuperar, e na verdade recuperamos da nossa adicção. E isso é o suficiente.","Vou lembrar-me de que a minha história honesta é aquela que eu partilho melhor. Hoje, isso é o suficiente.",pt-CV,published,SPH Meditacões.xlsx
11-13,IMPERFEITO,"""Não iremos ser perfeitos. Se fossemos perfeitos não seríamos humanos."" Texto Básico, p. 35

Todos nós tinham os expectativas sobre uma vida em recuperação. Alguns pensavam que a recuperação tornar-los-ia imediatamente capazes de arranjar emprego ou de fazer aquilo que quisessem. Ou talvez nos tivéssemos imaginado perfeitamente à vontade no nosso relacionamento com os outros. Quando paramos para pensar, vemos que julgávamos que a recuperação ia tornar-nos perfeitos. Não esperávamos continuar a cometer muitos erros. Mas cometemos. Isso não é o nosso lado adicto a aparecer; isso é ser-se humano. Em Narcóticos Anónimos esforçamo-nos por recuperar, e não por ser perfeitos. A única promessa que nos fizeram foi a libertação da adicção activa. A perfeição não é um estado alcançável para um ser humano. Não é uma meta realista. O que muitas vezes procuramos na perfeição é libertar-nos do desconforto de cometer erros. Em troca dessa libertação do desconforto, damos a nossa curiosidade, a nossa flexibilidade e o espaço para crescermos. Podemos considerar essa troca: Queremos viver o resto da nossa vida no nosso pequeno mundo bem definido, seguro mas talvez sufocante? Ou desejamos aventurar-nos no desconhecido, arriscar, e alcançar tudo o que a vida tem para dar?","Eu quero tudo o que a vida tem para oferecer e tudo o que a recuperação pode proporcionar-me. Hoje vou arriscar, tentar qualquer coisa nova, e crescer.",pt-CV,published,SPH Meditacões.xlsx
11-14,NÃO SE TRATA SÓ DE SOBREVIVER,"""Quando usávamos drogas as nossas vidas tinham-se tomado um exercício de sobrevivência."" Texto Básico, p. 59

""Mais valia morrer!"" é um refrão familiar para um adicto a usar, e com boas razões. Tudo o que víamos pela frente era a mesma existência miserável. O que nos prendia à vida era, no mínimo, ténue. A nossa degradação emocional, a falta de vida espiritual, e a esmagadora sensação de que nada iria mudar, eram constantes. Tínhamos pouca esperança e não tínhamos um conceito da vida que andávamos a perder. A ressurreição das nossas emoções, dos nossos espíritos e da nossa saúde física leva tempo. Quanto mais experiência ganhamos de viver, em vez de meramente existir, melhor compreendemos quão preciosa e deliciosa a vida pode ser. Viajar, brincar com uma criança pequena, fazer amor, alargar o nosso horizonte intelectual e formar relações, estão entre as actividades sem fim que significam ""Estou vivo."" Descobrimos tanta coisa de que gostamos e sentimo-nos gratos por haver uma segunda oportunidade. Se tivéssemos morrido na adicção activa, teríamos sido cruelmente privados de tantos encantos da vida. Cada dia agradecemos a um Poder superior a nós mesmos por mais um dia limpo e por mais um dia de vida.","Estou grato por estar vivo. Vou fazer qualquer coisa, hoje, para celebrar.",pt-CV,published,SPH Meditacões.xlsx
11-15,ENTREGA,"""Tomai a minha vontade e a minha vida. Guiai-me na minha recuperação. Mostrai-me como viver."" Texto Básico, p. 30

Como é que iniciamos o processo de deixar o nosso Poder Superior orientar as nossas vidas? Quando procuramos conselhos sobre situações que nos perturbam, costumamos descobrir que o nosso Poder Superior funciona através dos outros. Quando aceitamos que não temos todas as respostas, abrimo-nos a novas e diferentes opções. Uma boa-vontade para largarmos as nossas ideias e opiniões pré-concebidas permite que a orientação espiritual guie o nosso caminho. Há alturas em que temos de ser levados a um ponto de desespero, antes de estarmos prontos a entregar as situações difíceis ao nosso Poder Superior. Conspirar ansiosamente, lutar, planear, preocuparmo-nos - nada disto é suficiente. Podemos ter a certeza de que, se entregarmos os nossos problemas ao nosso Poder Superior, ao ouvirmos os outros partilhar as suas experiências, ou no silêncio da meditação, as respostas hão-de chegar. Não vale a pena viver uma existência frenética. Atravessar a vida como se fosse uma casa a arder, deixa-nos exaustos, e não nos leva a lado nenhum. Nenhuma manipulação da nossa parte acabará por mudar as situações. Quando entregamos e permitimos a nós mesmos o acesso ao nosso Poder Superior, vamos descobrir a melhor maneira de agir. Podemos ficar descansados, que as respostas oriundas de uma base espiritual sã serão muito superiores a quaisquer respostas que nós próprios pudéssemos fabricar.","Vou entregar, e deixar o meu Poder Superior orientar a minha vida.",pt-CV,published,SPH Meditacões.xlsx
11-16,NÃO MAIS SOZINHOS,"""Aos poucos e com cuidado, saímos do isolamento e da solidão da adicção e entramos na corrente da vida."" Texto Básico, p. 42

Muitos de nós passaram muito do seu tempo de uso sozinhos, a evitar a todo o custo outras pessoas - especialmente aquelas que não estivessem a usar. Depois de anos de isolamento nem sempre é fácil tentarmos encontrar um lugar para nós numa irmandade agitada, por vezes em alvoroço. Podemos continuar a sentir-nos isolados, olhando só para as nossas diferenças, em vez de para as nossas semelhanças. Os sentimentos opressivos que muitas vezes aparecem no início de recuperação - sentimentos de medo, raiva, e desconfiança - também podem manter-nos isolados. Podemos sentir-nos estranhos, mas não podemos esquecer-nos de que essa sensação de estranheza é nossa, não de NA. Em Narcóticos Anónimos é-nos dada uma oportunidade muito especial para ter amigos. Estamos junto de pessoas que nos entendem como mais ninguém pode entender. Somos encorajados a partilhar com essas pessoas os nossos sentimentos, os nossos problemas, as nossas vitórias, e os nossos falhanços. Lentamente o reconhecimento e a identificação que encontramos em NA transpõem o abismo de solidão e de inadequação que sentimos nos nossos corações. Como já ouvimos dizer, o programa resulta, se nós deixarmos.",A amizade de outros membros da irmandade é uma dádiva que me mantém vivo. Vou tentar alcançar a amizade que é oferecida em NA e aceitá-la.,pt-CV,published,SPH Meditacões.xlsx
11-17,ATRAVESSAR A DOR,"""Não temos mais de voltar a usar; não importa como nos sintamos. Todos os sentimentos acabarão por passar."" Texto Básico, p. 93

Dói como nunca doeu. Levantas-te da cama depois de uma noite sem dormir, falas com Deus, e continuas sem te sentir melhor. Ouves uma vozinha a dizer, ""Isso vai passar."" Perguntas, ""Quando?"", e preparas-te para o dia. Entras no carro a soluçar e ligas o rádio no máximo, para não poderes ouvir os teus pensamentos. Mas vais directamente para o emprego, e nem sequer pensas em usar drogas. Por dentro sentes-te como se te tivessem queimado. Quando a dor se toma insuportável, ficas dormente e calado. Vais a uma reunião e desejavas estar tão feliz quanto os outros membros parecem estar. Mas não recais. Choras mais um bocado e telefonas ao teu padrinho ou madrinha. Vais a casa de um amigo e nem reparas na paisagem que é linda, pois a tua paisagem interior parece tão desoladora. Podes não te sentir melhor depois de visitares o teu amigo - mas pelo menos não foste visitar o ""dealer"". Ouves um Quinto Passo. Partilhas numa reunião. Olhas para o calendário e vês que atravessaste mais um dia limpo. Depois, um dia acordas e olhas lá para fora, e vês que está um dia lindo. O sol está a brilhar. O céu está azul. Respiras fundo, sorris de novo, e sabes que as coisas realmente passam.",Não importa como me sinto. Hoje vou prosseguir na minha recuperação.,pt-CV,published,SPH Meditacões.xlsx
11-18,DESCOBERTA INTERIOR,"""O Décimo Passo pode ajudar-nos a corrigir os nossos erros e evitar que se repitam."" Texto Básico, p. 49

As nossas identidades, a forma como pensamos e sentimos, foram moldadas pelas nossas experiências. Algumas das nossas experiências tornaram-nos pessoas melhores, outras causaram-nos vergonha ou embaraço; todas elas influenciaram quem hoje somos. Podemos tirar partido do conhecimento adquirido ao examinarmos os nossos erros, usando esta sabedoria para orientar as decisões que tomamos hoje. A aceitação de nós mesmos significa aceitarmos todos os nossos aspectos - os nossos valores, os nossos defeitos, os nossos sucessos e os nossos falhanços. As vergonhas e as culpas que não foram lidadas podem paralisar-nos, impedindo-nos de avançar nas nossas vidas. Algumas das reparações mais importantes que podemos fazer em relação aos erros do nosso passado são feitas simplesmente ao agirmos hoje de forma diferente. Esforçamo-nos por melhorar e medimos o nosso sucesso comparando-nos hoje com aquilo que costumávamos ser. Por sermos humanos, vamos continuar a cometer erros; não precisamos, todavia, de continuar a repetir os mesmos erros vezes sem conta. Ao olharmos para o nosso passado e percebermos que mudámos e crescemos, vamos encontrar esperança para o futuro. O melhor ainda está para vir.",Vou fazer o melhor que possa com aquilo que tenho hoje. Cada dia vou aprender qualquer coisa nova que vai ajudar-me.,pt-CV,published,SPH Meditacões.xlsx
11-19,A LINGUAGEM DA EMPATIA,"""... o adicto podia encontrar, desde o início, toda a identificação necessária para se convencer de que podia manter-se limpo, através do exemplo de outros em recuperação há vários anos."" Texto Básico, p. 99

Muitos de nós fomos à primeira reunião e, por não ficarmos inteiramente certos de que NA seria para nós, arranjámos imensas coisas para criticar. Ou achávamos que ninguém tinha sofrido tanto como nós, ou então que não tinham sofrido o suficiente. Mas, à medida que fomos ouvindo, começámos a ouvir algo novo, uma linguagem silenciosa que tem as suas raízes no reconhecimento, na crença e na fé: a linguagem da empatia. Por desejarmos pertencer, continuámos a escutar. Encontramos toda a identificação de que precisamos à medida que vamos aprendendo a compreender e a falar a linguagem da empatia. Para entendermos esta linguagem especial, ouvimos com o coração. A linguagem da empatia utiliza poucas palavras; sente-se mais do que se fala. Não prega nem dá lições de moral - ela ouve. Pode chegar a um adicto e tocar-lhe no espírito, sem dizer uma única palavra. A fluência na linguagem da empatia advém da prática. Quanto mais a utilizamos com outros adictos e com o nosso Poder Superior, melhor a compreendemos. Ela faz com que voltemos.",Vou ouvir com o coração. Com cada dia que passa vou tornar-me mais fluente na linguagem da empatia.,pt-CV,published,SPH Meditacões.xlsx
